UID,Good_Bad,CUSTOMER_PROFILE_CODE,LOCATIONNAME,VEHICLEMODEL,ASSETCOST,LOANAMOUNT,EMI,TENURE,ADDRESSCONFIRMED,DESIGNATION,RESIDENCETYPE,NOOFYEARSINSAMECITY,RESIDENCESTABILITY,RESIDENCELOCALITY,BUSINESSCATEGORY,BUSINESSMARGINGROSS,INCOMEEMPLOYMENT,STABILITYINBUSINESS,STABILITYCONFIRMED,STABILTIYCONFIRMEDTHRU,ISFAMILYINVOLVED,OFFICETYPE,MONTHLYTURNOVER,STOCKVALUEINHAND,BUSINESSMARGINNET,NOOFEMPLOYEES,NAMEBOARDSEEN,OFFICELOCALITY,ISRESIDENCECOMEOFFICE,ENDUSEOFLOAN,ENDUSEOFASSET,ASSETLOCATION,NEIGHBOURREF,POLITICALLINK,PROFESSIONTYPE,CURRENTBUSINESSSTABILITY,APPLICANTDESIGNATION,ASSETREGMONTH,ASSETREGYEAR,LANDOWNERSHIP,IRRIGATIONSOURCE,CROPSCULTIVATED,DISTFROMSCELOCATION,DISTFROMDEALERLOCATION,IMGCONFIRM,TOTALEXPENSEPERMONTH,NETINCOMEPERMONTH,FOIR
1051,Good,PROF227,CHENNAI I,MARUTI SUZUKI ALTO K10 VXI PETROL 2016,400000,344250,8664,60,Y,HUSBAND,O,42,42,3,PR002,0,44682,35,N,,N,L,42000,0,0,0,Y,2,N,APPLICANT ,1,,POSITIVE,N,SAL,8,ASSIANT MANAGER,,0,,,,0,0,Y,3000,41682,21
1052,Good,PROF096,MADURAI,HYUNDAI I10 MAGNA 1.2 PETROL 2010,300000,204250,7591,36,Y,APPLICANT,O,25,7,6,PR006,0,20000,9,Y,5,N,O,0,0,0,0,N,2,Y,IELAYARAJA,1,DINDIGUL,POSITIVE,N,SEP,9,SARVEYAR,,0,,,,0,0,Y,0,20000,38
1053,Good,PROF066,HYDERABAD ,TOYOTA INNOVA 2.5 G1 DIESEL 2009,550000,404250,14716,36,Y,APPLICANT,O,30,25,3,PR005,0,85000,10,Y,5,N,O,0,0,0,0,N,1,N,PERSONAL USAGE,1,,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,0,85000,17
1054,Good,PROF223,MADURAI,MARUTI SUZUKI OMNI 5 SEATER BS II PETROL 2014,300000,179250,7992,30,Y,APPLICANT,O,25,25,3,PR005,55,35000,15,Y,5,N,O,65000,500000,50,3,Y,2,N,APPLICANT,1,PALANI,POSITIVE,N,SEP,15,OWNER,,0,,,,0,0,Y,15000,20000,40
1055,Bad,PROF252,VIJAYAWADA,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2011,350000,254250,6569,60,Y,CUSTOMER,O,40,30,3,PR008,0,90000,30,N,5,N,O,300000,0,0,2,N,1,Y,APPLICANT,1,KOVUR NELLORE,POSITIVE,N,AGR,30,PROPRIETR,,0,,,,0,0,Y,25000,65000,10
1056,Good,PROF105,TRICHY ,MAHINDRA XYLO D4 BS III DIESEL 2012,600000,404250,14262,36,Y,APPLICANT ,O,35,35,3,PR005,30,75000,6,Y,5,N,R,200000,30000,20,3,Y,2,N,FAMILY USE ,1,THIRUMANUR ,POSITIVE,Y,SEP,4,PROPREITOR ,,0,,,,0,0,Y,25000,50000,29
1057,Good,PROF364,ROWB,MAHINDRA BOLERO ZLX DIESEL 2015,800000,454250,11546,60,Y,SELF ,O,36,36,3,PR005,0,90000,5,N,6,N,O,0,0,0,10,Y,1,N,PERSONAL PURPOS ,1,,POSITIVE,N,SEP,5,PROPREITOR ,,0,,,,0,0,Y,15000,75000,15
1058,Bad,PROF333,MYSORE,MARUTI SUZUKI ALTO K10 LXI PETROL 2014,300000,229250,8201,36,Y,OWNER,O,35,26,3,PR006,0,25000,26,Y,5,N,O,0,0,0,2,N,1,Y,PERSONAL USE,1,MANGALORE,POSITIVE,N,SEP,22,OWNER,,0,,,,0,0,Y,0,25000,33
1059,Good,PROF252,VISAKHAPATNAM,HYUNDAI I10 MAGNA PETROL 2014,400000,304250,11307,36,Y,SELF,O,10,4,3,PR008,0,70000,15,N,5,N,O,0,0,0,1,Y,1,N,PERSONAL,1,BHIMAVARAM,POSITIVE,N,AGR,15,SELF,,0,,,,0,0,Y,10000,60000,19
1060,Good,PROF208,ROWB,MARUTI SUZUKI RITZ VDI ABS BS IV DIESEL 2012,600000,154250,5694,36,Y,SELF,O,10,10,3,PR005,0,30000,5,Y,5,N,R,0,0,0,1,N,2,N,APPLICANTS PERSONAL USE ,1,SILIGURI,POSITIVE,N,SEP,5,PROPRIETOR ,,0,,,,0,0,Y,4000,26000,22
1061,Bad,PROF133,JALANDHAR,TATA INDIGO CS ELX DIESEL 2010,275000,175000,7438,30,Y,SELF APPLICANT,O,33,33,3,PR005,0,50000,8,Y,5,N,O,0,0,0,0,Y,1,N,FUNDS REQUIRED TO INVEST IN CURRENT BUSINESS,1,KAPURTHALA,POSITIVE,N,SEP,8,PROPRIETOR,,0,,,,0,0,Y,23994,26006,36
1062,Good,PROF365,VIJAYAWADA,MARUTI SUZUKI SWIFT VDI DIESEL 2011,600000,300000,9315,48,Y,GUARANTOR ,O,30,25,3,PR005,0,30000,10,Y,5,Y,R,0,0,0,2,N,1,Y,ASSET USED APPLICANT ,1,,POSITIVE,N,SEP,10,LORRY  OWNER,,0,,,,0,0,Y,,,NA
1063,Bad,PROF305,CHENNAI I,MARUTI SUZUKI OMNI 8 SEATER PETROL 2010,200000,130000,4899,36,Y,RAGHAVAN PROPRIETOR ,O,12,12,6,PR005,0,40000,11,Y,5,N,R,100000,0,0,5,Y,2,N,TO PURCHASE THE VEHICLE,1,CHENNAI,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,0,40000,12
1064,Bad,PROF245,BANGALORE ,TOYOTA FORTUNER 3.0 MT 4X4 DIESEL 2013,1900000,1008500,49680,24,Y,APPLICANT,O,42,8,3,PR005,0,600000,10,N,5,Y,O,0,0,0,2,N,2,N,BUSINESS PURPOSE,1,BANGALORE,POSITIVE,N,SEP,10,RENTAL INCOME,,0,,,,0,0,Y,228000,372000,31
1065,Good,PROF094,KARIMNAGAR,HYUNDAI GRAND I10 ASTA 1.1 CRDI DIESEL 2015,300000,200000,9875,24,Y,SELF,O,25,25,6,PR005,0,355800,8,Y,1,N,O,0,0,0,2,Y,2,Y,APPLICANT ,1,TADIHADAPNUR,POSITIVE,N,SEP,8,PROPRIETOR ,,0,,,,0,0,N,0,355800,3
1066,Good,PROF245,AURANGABAD,MARUTI SUZUKI ALTO LXI BS III PETROL 2009,170000,119250,4307,36,Y,PRO,R,5,2,3,PR005,0,370000,2,Y,1,N,R,0,0,0,1,Y,1,Y,SALE PURCHASE,1,,POSITIVE,N,SEP,2,PROPRIETOR ,,0,,,,0,0,Y,0,370000,1
1067,Good,PROF278,VIJAYAWADA,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2011,300000,254250,12925,24,Y,APPLICANT ,O,35,20,3,PR005,0,80000,20,Y,1,Y,R,0,0,0,4,Y,2,N,APPLICANT ,1,VIJAYAWADA,POSITIVE,N,SEP,20,PROPRIETOR ,,0,,,,0,0,Y,30000,50000,26
1068,Bad,PROF235,NASIK,VOLKSWAGEN JETTA COMFORTLINE 2.0L TDI DIESEL 2012,1500000,1212750,31330,60,Y,DIRECTOR,O,30,8,3,PR003,0,500000,15,Y,1,Y,O,210000000,0,0,125,Y,2,N,APPLICANT FAMILY,1,NASIK CITY,POSITIVE,N,SEP,8,DIRECTOR,,0,,,,0,0,Y,0,500000,6
1069,Bad,PROF375,ROWB,MARUTI SUZUKI OMNI 8 SEATER BS III PETROL 2011,300000,114250,5856,24,Y,SELF,O,33,33,3,PR005,0,65000,10,Y,5,N,O,0,0,0,2,Y,2,Y,PURCHASE OF CAR,1,MURSHIDABAD ,POSITIVE,N,SEP,3,OWNER,,0,,,,0,0,Y,45000,20000,29
1070,Bad,PROF300,HYDERABAD ,MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2013,600000,500000,13609,60,Y,APLICANT,O,27,4,3,PR005,40,100000,5,Y,5,N,O,200000,200000,30,2,Y,2,N,BHARATIYA MAIL BANK,1,BOYAPALLY,POSITIVE,N,SEP,5,PROPRITER,,0,,,,0,0,Y,27000,73000,32
1071,Good,PROF348,PUNE,FIAT LINEA EMOTION 1.4 PETROL 2010,250000,162128,12620,14,Y,APPLICANT,O,20,20,3,PR005,0,20000,10,Y,5,N,O,20000,0,0,2,Y,1,N,PERSONAL USE,1,PUNE,POSITIVE,Y,SEP,10,PROPRITOR,,0,,,,0,0,Y,0,20000,63
1072,Good,PROF082,TRICHY ,TATA SUMO GOLD GX BS III DIESEL 2013,700000,300000,15500,24,Y,APPLICANT,O,43,4,3,PR007,30,88000,25,Y,5,Y,O,28000,1000,20,2,N,1,Y,FAMILY USED IN CAR,1,RANJANKUDI THEVAIYUR,POSITIVE,N,AGR,25,AGRI IN OWN LAND AND TAILOR,,0,,,,0,0,Y,15000,73000,21
1073,Good,PROF252,MYSORE,HYUNDAI GRAND I10 SPORTZ 1.1 CRDI DIESEL 2016,600000,550000,16734,48,Y,APPL,R,30,30,3,PR008,50,140000,40,N,,N,O,150000,0,40,3,Y,1,N,PURCHASE SITE PROPERTY,1,MYSORE,POSITIVE,N,AGR,40,PROP,,0,,,,0,0,Y,60000,80000,47
1074,Good,PROF213,GWALIOR ,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2013,480000,304250,10734,36,Y,CLARK,O,30,30,3,PR001,0,106856,14,Y,5,N,O,0,0,0,0,Y,2,N,"APPLICANT WANTS TO REFINANCE LOAN AND USING THE AMOUNT FOR PLOT PURCHASE IN MORENA AND VEHICLE USING FOR PERSONAL USED.

",1,,POSITIVE,N,SAL,14,CLARK,,0,,,,0,0,Y,26249,80607,24
1075,Bad,PROF204,BANGALORE ,HYUNDAI EON MAGNA PLUS LPG PETROL 2014,354250,254250,6526,60,Y,SELF,O,24,24,3,PR002,0,16500,0.4,Y,5,N,O,16500,0,0,1,N,2,N,APPLICANT,1,BANGLORE,POSITIVE,N,SAL,0.4,ASSITENT PROGRAMER,,0,,,,0,0,Y,5000,11500,57
1076,Bad,PROF130,ORISSA,TATA INDIGO ECS LX DIESEL 2011,600000,154250,5763,36,Y,APPLICANT SON,O,30,30,3,PR005,50,40000,5,Y,6,Y,O,60000,100000,50,1,N,1,Y,APPLICANT,1,BARIPADA,POSITIVE,N,SEP,5,PROPAITOR ,,0,,,,0,0,Y,10000,30000,19
1077,Bad,PROF247,MADURAI,TOYOTA INNOVA 2.5 G4 7 STR DIESEL 2010,806203,685000,18918,60,Y,WIFE,O,10,10,3,PR005,0,50000,10,Y,5,N,O,0,0,0,2,Y,2,Y,PERSONAL USE,1,MADURAI,POSITIVE,N,SEP,10,PROP,,0,,,,0,0,Y,15000,35000,54
1078,Good,PROF282,VIJAYAWADA,TATA ZEST XT QUADRAJET 90PS DIESEL 2015,550000,500000,13038,60,Y,PROPRITOR,O,47,47,3,PR002,0,50000,20,Y,5,Y,R,0,0,0,2,Y,1,N,PURCHASE  OF THE VEHICLE,1,GUNTUR,POSITIVE,N,SAL,10,SALES EXECUTIVE,,0,,,,0,0,Y,15000,35000,37
1079,Good,PROF356,CHENNAI I,HONDA CITY 1.5 S MT PETROL 2010,400000,324250,16618,24,Y,APPLICANT,O,6,1,3,PR005,0,200000,6,Y,5,N,O,0,0,0,12,N,1,Y,APPLICANT,1,CHENNAI,POSITIVE,N,SEP,4,PROPREITOR,,0,,,,0,0,Y,120000,80000,35
1080,Bad,PROF211,JABALPUR ,MARUTI SUZUKI ALTO LX BS III PETROL 2009,140000,104250,3875,36,Y,SELF,O,42,42,3,PR005,0,30000,5,Y,5,Y,O,30000,0,0,0,N,1,Y,VEHICLE PURCHASE FOR PERSONAL ,1,BARELA JABALPUR,POSITIVE,N,SEP,4,SLEF,,0,,,,0,0,Y,11530,18470,42
1081,Bad,PROF227,SALEM ,FIAT GRANDE PUNTO MULTIJET 1.3 DIESEL 2011,700000,204250,7597,36,Y,FATHER,O,36,25,3,PR002,0,20713,1,N,,N,R,0,0,0,1,Y,2,N,APPLICANT,1,HOSUR,POSITIVE,N,SAL,1,MECHANICAL SUPERVISOR,,0,,,,0,0,Y,10000,10713,71
1082,Good,PROF096,HYDERABAD ,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2009,310000,210000,6453,48,Y,APPLICANT,O,30,30,3,PR005,0,78000,5,Y,5,N,O,0,0,0,0,N,1,N,PERSONAL USE,1,,POSITIVE,N,SEP,5,PROPREITOR,,0,,,,0,0,Y,20000,58000,11
1083,Bad,PROF227,CHENNAI I,MARUTI SUZUKI A STAR VXI PETROL 2010,300000,200000,7536,36,Y,APPLICANT,R,40,3,3,PR002,0,40000,19,N,,N,R,0,0,0,18,N,2,N,PERSONAL USAGE,1,,POSITIVE,N,SAL,2,MANAGER,,0,,,,0,0,Y,0,40000,19
1084,Bad,PROF211,SALEM ,HYUNDAI VERNA VGT CRDI 1.5 DIESEL 2010,800000,404250,15104,36,Y,APPL,O,25,25,3,PR005,0,120000,8,Y,5,N,R,200000,0,0,10,Y,2,N,OWN USE,1,NAMAKKAL,POSITIVE,N,SEP,8,PROP,,0,,,,0,0,Y,0,120000,13
1085,Good,PROF227,PUNE,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2010,450000,329250,8715,60,Y,APPLICANT,O,28,10,3,PR002,0,150000,10,N,4,N,O,0,0,0,50,Y,2,N,APPLCANT,1,,POSITIVE,N,SAL,5,SUPERVISOR,,0,,,,0,0,Y,,,NA
1086,Good,PROF245,BARODA,MARUTI SUZUKI SWIFT LDI DIESEL 2009,265000,150000,13645,12,Y,SELF,O,35,15,3,PR005,0,150000,15,Y,6,N,O,0,0,0,0,Y,1,Y,PERSONAL USE,1,BARODA,POSITIVE,N,SEP,10,PROPRIETOR,,0,,,,0,0,Y,81470,68530,58
1087,Good,PROF229,AURANGABAD,CHEVROLET TAVERA B1 10 STR BS II DIESEL 2010,500000,354250,10782,48,Y,APPLICANT,O,30,20,3,PR001,0,17500,21,Y,6,N,O,20000,0,0,10,Y,2,N,SALE PURCHASE,1,AURANGABAD,POSITIVE,N,SAL,21,RANGE FOREST OFFICER,,0,,,,0,0,Y,5000,12500,86
1088,Good,PROF227,BANGALORE,MAHINDRA SCORPIO VLX 2.2 M HAWK DIESEL 2013,650000,604250,16053,60,Y,APPLICANT ,L,20,5,3,PR002,0,58250,5,Y,2,N,R,0,0,0,0,Y,2,N,PURCHASE OF USED CAR LOAN ,1,BANGALORE ,POSITIVE,N,SAL,20,PRODUCTION HEAD ,,0,,,,0,0,Y,18403,39847,55
1089,Good,PROF366,CHENNAI I,MARUTI SUZUKI SWIFT ZDI DIESEL 2011,700000,404250,10740,60,Y,APPLICANT,O,36,36,3,PR005,0,115000,5,Y,5,N,O,0,0,0,0,Y,1,Y,APPLICANT,1,CHENNAI,POSITIVE,N,SEP,3,PROPREITOR,,0,,,,0,0,Y,70000,45000,24
1090,Good,PROF256,MADURAI,VOLKSWAGEN VENTO HIGHLINE DIESEL 2011,500000,250000,9341,36,Y,APPLICANT,O,60,60,3,PR005,20,100000,30,Y,5,N,O,1000000,0,20,2,N,1,Y,APPLICAT,1,THENI,POSITIVE,N,SEP,30,PROPRIETOR ,,0,,,,0,0,Y,0,100000,9
1091,Good,PROF227,HYDERABAD ,HYUNDAI GRAND I10 MAGNA 1.1 CRDI DIESEL 2015,600000,570000,17219,48,Y,APPLT,R,15,11,1,PR002,0,76000,9,Y,5,N,L,0,0,0,0,N,2,N,FAMILY PURPOSE,1,CHATRINAKA,POSITIVE,N,SAL,9,SR TERRITORY MANAGER,,0,,,,0,0,Y,22000,54000,44
1092,Bad,PROF297,VIJAYAWADA,TATA SAFARI STORME 2.2 VX 4X2 DIESEL 2013,700000,500000,15417,48,Y,APPLICANT,O,7,7,3,PR005,0,500,5,Y,1,N,R,0,0,0,3,Y,2,N,VEHICLE PURCHASE,1,MANGALAGIRI,POSITIVE,N,SEP,5,PROPRITOR,,0,,,,0,0,Y,,,NA
1093,Good,PROF105,MADURAI,TOYOTA INNOVA 2.5 V 7STR DIESEL 2007,500000,400000,20334,24,Y,APPLICANT ,O,11,3,3,PR005,0,61000,8,Y,5,N,R,61000,0,0,2,Y,2,N,APPLICANT ,1,,POSITIVE,N,SEP,8,PROPRIETOR ,,0,,,,0,0,Y,12000,49000,41
1094,Bad,PROF358,ORISSA,HYUNDAI VERNA 1.6 SX CRDI AT DIESEL 2014,1100000,504250,12817,60,Y,APPLICANT,O,23,23,3,PR005,15,170000,20,Y,5,Y,O,1000000,1200000,10,1,N,2,Y,GIVEN TO SALER,1,PATAMUNDAI,POSITIVE,N,SEP,20,PROPRIETOR,,0,,,,0,0,Y,50000,120000,11
1095,Good,PROF245,VIJAYAWADA,HONDA AMAZE 1.2 EMT I VTEC PETROL 2014,250000,204250,10502,24,Y,APPLICANT ,O,25,25,3,PR005,0,100000,3,Y,1,N,O,0,0,0,1,N,1,Y,LOAN FOR VEHICLE PURCHASE,1,PASUMARRU,POSITIVE,N,SEP,3,PROPRIETOR ,,0,,,,0,0,Y,43278,56722,34
1096,Bad,PROF235,TIRUNELVELI ,TOYOTA INNOVA 2.5 G 8 STR BS III DIESEL 2014,1100000,1000000,25392,60,Y,APPLICANT,O,40,30,6,PR005,0,200000,1,N,6,N,O,700000,2400000,0,13,Y,2,N,APPLICANT,1,PANAKUDI,POSITIVE,N,SEP,1,PROPREITOR,,0,,,,0,0,Y,180000,20000,127
1097,Good,PROF252,MYSORE,SKODA SUPERB ELEGANCE 2.0 TDI CR DIESEL 2010,1100000,1008500,30449,48,Y,APPLICANT,O,35,35,3,PR007,0,10000000,25,N,,Y,O,0,0,0,40,Y,1,Y,PERSONAL,1,,POSITIVE,N,AGR,25,PROPRETOR,,0,,,,0,0,Y,3000000,7000000,0
1098,Good,PROF227,PONDICHERRY ,HYUNDAI VERNA FLUIDIC 1.6 SX CRDI DIESEL 2012,600000,404250,14767,36,Y,CO APPLICANT,O,23,15,3,PR006,0,95000,7,N,,N,O,0,0,0,0,Y,2,N,OWN USE PURPOSE,1,PONDYCHERRY,POSITIVE,N,SEP,5,SUPERVISOR,,0,,,,0,0,Y,15500,79500,26
1099,Good,PROF247,TIRUPATHI,MARUTI SUZUKI ERTIGA VDI DIESEL 2013,750000,524250,14199,60,Y,APPLICANT,O,25,20,3,PR004,0,40000,5,N,5,N,O,100000,0,0,2,Y,1,N,APPLICANT,1,TIRUPATI AND PUTTUR,POSITIVE,N,SEP,5,MANAGING PARTNER,,0,,,,0,0,Y,,,NA
1100,Good,PROF235,RAIPUR ,MARUTI SUZUKI SWIFT VDI ABS BS IV DIESEL 2012,500000,454250,12492,60,Y,SELF,O,20,20,3,PR006,20,200000,10,N,6,N,O,200000,200000,10,12,Y,1,N,PERSONNAL USE,1,BHILAI,POSITIVE,N,SEP,10,OWNER,,0,,,,0,0,Y,10000,190000,7
1101,Good,PROF257,MYSORE,MARUTI SUZUKI SWIFT VDI DIESEL 2009,220000,178250,6586,36,Y,APPLICANT ,O,10,10,3,PR006,0,30000,2,Y,5,N,O,0,0,0,1,N,1,Y,APPLICANT ,1,KARKALA ,POSITIVE,N,SEP,2,FISH MERCHANT ,,0,,,,0,0,Y,10000,20000,33
1102,Good,PROF296,MYSORE,MARUTI SUZUKI ALTO LXI BS IV PETROL 2012,220000,154250,5851,36,Y,SELF,O,25,12,3,PR006,0,50000,10,Y,5,N,O,50000,0,0,3,N,2,Y,SALE PURCHASES ,1,MANGALORE ,POSITIVE,N,SEP,10,PRO,,0,,,,0,0,Y,10000,40000,15
1103,Bad,PROF300,COIMBATORE ,FORD FIGO DURATORQ TITANIUM 1.4 DIESEL 2011,600000,250000,9749,34,Y,GUARANTOR,O,15,5,6,PR002,0,15000,5,Y,5,N,O,0,0,0,20,Y,2,N,APPLICANT ,1,SATHYAMANGALAM,POSITIVE,N,SAL,2,SALES EXECUTIVE ,,0,,,,0,0,Y,5000,10000,97
1104,Good,PROF058,JAIPUR,MARUTI SUZUKI SWIFT ZDI DIESEL 2014,700000,604250,18632,48,Y,SELF,O,30,30,3,PR009,0,65000,5,N,,Y,O,0,0,0,1,Y,1,Y,SALE PURCHASE DEAL,1,JAIPUR,POSITIVE,N,AGR,5,PROPRIETOR,,0,,,,0,0,Y,25000,40000,47
1105,Bad,PROF273,COIMBATORE ,TOYOTA INNOVA 2.5 V 7STR DIESEL 2013,1000000,870000,26499,48,Y,APPLICANT,O,25,11,3,PR002,100,800000,25,Y,5,N,O,800000,0,100,3,Y,2,N,MEDICAL SUREON MACHINE PURCHASE,1,COIMBATORE,POSITIVE,N,SAL,25,NEURO SURGAN,,0,,,,0,0,Y,308000,492000,42
1106,Bad,PROF259,AHMEDABAD,HYUNDAI VERNA FLUIDIC 1.4 CRDI DIESEL 2013,800000,600000,15500,60,Y,APPLICANT,O,50,35,3,PR005,0,100000,30,Y,5,Y,O,0,0,0,15,N,1,N,PERSONAL,1,AHMEDABAD,POSITIVE,N,SEP,30,PROPRITOR,,0,,,,0,0,Y,0,100000,16
1107,Good,PROF252,SALEM ,MAHINDRA BOLERO SLX DIESEL 2010,500000,404250,12970,48,Y,APPLICANT ,O,50,25,3,PR007,0,78000,20,Y,5,Y,O,0,0,0,0,N,1,Y,VEHICLE PURCHASED ,1,REGADAHALLI ,POSITIVE,N,AGR,5,OWNER ,,0,,,,0,0,Y,35000,43000,30
1108,Bad,PROF223,NASIK,HONDA CITY SV MT DIESEL 2014,900000,638500,16750,60,Y,MET SELF,O,30,1,4,PR005,0,150000,2,Y,5,N,O,0,0,0,5,N,2,N,FOR SELF USE,1,MOHADI AND NASHIK CITY,POSITIVE,N,SEP,2,OWNER,,0,,,,0,0,Y,0,150000,11
1109,Bad,PROF301,VIJAYAWADA,TOYOTA INNOVA 2.5 V 8 STR DIESEL 2007,750000,650000,18921,48,Y,APPLICANT,O,35,35,3,PR005,0,100000,20,N,,N,O,0,0,0,2,Y,1,N,VEHICLE,1,VIJAYAWADA,POSITIVE,N,SEP,20,PROPREITOR,,0,,,,0,0,Y,,,NA
1110,Bad,PROF105,JAIPUR,MARUTI SUZUKI ALTO K10 VXI PETROL 2012,320000,224250,8472,36,Y,SELF,O,30,30,3,PR005,0,65000,10,Y,5,N,O,0,0,0,0,N,2,N,VEHICLE PURCHASE,1,BHAISAWA JAIPUR,POSITIVE,N,SEP,10,PROPRIETOR,,0,,,,0,0,Y,15000,50000,17
1111,Good,PROF252,KARIMNAGAR,MARUTI SUZUKI SWIFT DZIRE TOUR DIESEL 2015,500000,454250,16593,36,Y,APPLICANT,O,20,20,3,PR009,0,45000,3,N,5,Y,O,40000,0,0,1,N,1,Y,APPLICANT,1,KARIMNAGAR,POSITIVE,N,AGR,3,PROPRIETOR,,0,,,,0,0,Y,10000,35000,47
1112,Good,PROF046,ERNAKULAM,MARUTI SUZUKI RITZ VXI BS IV PETROL 2015,600000,400000,10507,60,Y,APPLICANT,O,50,50,3,PR006,0,80000,35,Y,5,N,O,0,0,0,18,N,1,Y,SALE PURCHASE,1,,POSITIVE,N,SEP,35,TRESS WORK CONTRACTOR,,0,,,,0,0,Y,0,80000,13
1113,Good,PROF235,INDORE,MARUTI SUZUKI ERTIGA ZDI DIESEL 2012,650000,589250,14732,60,Y,SON,O,15,15,3,PR005,0,45000,2,N,1,N,R,0,0,0,2,Y,2,N,PERSONAL USE,1,,POSITIVE,N,SEP,2,PROPREITOR,,0,,,,0,0,Y,0,45000,33
1114,Good,PROF245,TIRUPATHI,TOYOTA INNOVA 2.5 G1 BS IV DIESEL 2010,800000,604250,18078,48,Y,APPLICNAT,O,30,30,3,PR006,0,95000,8,Y,1,N,L,300000,500000,0,1,Y,2,N,PURCHASE OF THE VEHICLE ,1,TIRUPATHI,POSITIVE,N,SEP,5,OWNER,,0,,,,0,0,Y,35000,60000,30
1115,Good,PROF383,MYSORE,TOYOTA INNOVA 2.5 V 8 STR DIESEL 2009,800000,504250,14051,52,Y,SELF,O,55,55,3,PR006,0,130000,6,N,,N,O,0,0,0,1,Y,1,N,FOR MARRIAGE PURPOSE OF CO-APPLICANT,1,MANGALORE,POSITIVE,N,SEP,6,SELF,,0,,,,0,0,Y,30000,100000,14
1116,Bad,PROF211,KOLHAPUR,MAHINDRA XYLO D2 BS IV DIESEL 2010,350000,254250,9394,36,Y,APP SELF,O,25,25,3,PR005,0,40000,8,Y,5,Y,O,0,0,0,2,N,1,Y,SELF USE,1,KUDAL,POSITIVE,N,SEP,8,PROP,,0,,,,0,0,Y,10000,30000,31
1117,Good,PROF247,TIRUNELVELI ,MARUTI SUZUKI SWIFT VDI DIESEL 2010,700000,304250,11114,36,Y,APPLICANT ,R,3,3,3,PR005,20,50000,2,N,5,N,R,1600000,100000,10,1,Y,1,N,APPLICANT,1,AATHUR,POSITIVE,N,SEP,2,OWNER,,0,,,,0,0,Y,12000,38000,29
1118,Good,PROF235,HYDERABAD ,TOYOTA FORTUNER 3.0 AT 4X2 DIESEL 2013,2010000,1809000,44473,60,Y,DIRECTOR,O,20,15,3,PR003,0,220000,5,N,1,N,L,0,0,0,15,Y,2,N,BUSINESS USAGE,1,HYDERABAD,POSITIVE,N,SEP,5,DIRECTOR,,0,,,,0,0,Y,20000,200000,22
1119,Good,PROF244,TIRUPATHI,TATA MANZA AURA QUADRAJET BS IV DIESEL 2011,280000,234250,8362,36,Y,APPLICANT,R,32,5,3,PR006,0,60000,15,N,5,N,R,0,0,0,0,Y,2,N,PERCHESED CAR,1,,POSITIVE,N,SEP,15,OWNER,,0,,,,0,0,Y,10000,50000,17
1120,Bad,PROF379,SALEM ,FORD FIESTA SXI 1.4 TDCI DIESEL 2009,350000,254250,9500,36,Y,APPL,O,38,30,3,PR005,0,370000,20,Y,5,N,O,0,0,0,20,N,1,N,OWN USE,1,KUPPANAICKANUR,POSITIVE,N,SEP,20,PROP,,0,,,,0,0,Y,280000,90000,11
1121,Good,PROF208,TIRUNELVELI ,NISSAN MICRA XV DIESEL 2012,350000,254250,9553,36,Y,BORROWER,O,30,10,3,PR005,80,81500,15,Y,1,N,O,150000,100,60,1,N,1,Y,LOAN FOR VEHICLE PURCHASE,1,SIVAKASI,POSITIVE,N,SEP,15,PROP,,0,,,,0,0,Y,0,81500,12
1122,Good,PROF176,DELHI,TOYOTA INNOVA 2.5 GX 7 STR BS IV DIESEL 2009,450000,345000,12746,36,Y,SELF,O,9,1,3,PR005,0,95000,15,Y,5,N,O,0,0,0,3,N,1,Y,SELF ,1,,POSITIVE,N,SEP,15,PROP,,0,,,,0,0,Y,25000,70000,18
1123,Bad,PROF082,AHMEDABAD,MARUTI SUZUKI EECO 7 STR PETROL CNG 2015,362000,250000,9237,36,Y,WIFE,O,25,25,3,PR005,0,40000,9,N,5,N,R,0,0,0,2,Y,2,N,SELF,1,AHMEDABAD,POSITIVE,N,SEP,9,PROP,,0,,,,0,0,Y,12000,28000,33
1124,Good,PROF371,SALEM ,VOLKSWAGEN VENTO COMFORTLINE DIESEL 2012,800000,558500,17221,48,Y,APPL,O,15,10,3,PR005,45,127000,10,Y,1,N,R,400000,200000,40,5,Y,2,N,OWN USE,1,TIRUCHENGODE,POSITIVE,N,SEP,5,PROP,,0,,,,0,0,Y,78111,48889,44
1125,Good,PROF252,HYDERABAD,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2014,450000,400000,11934,48,Y,APPLICANT,R,15,2,3,PR005,0,55000,15,N,,N,R,0,0,0,0,N,1,N,PERSONAL USAGE,1,HYDERABAD,POSITIVE,N,SEP,15,PROPREITOR,,0,,,,0,0,Y,15000,40000,30
